CaseId,Q4_1,Q4_2,Q4_3,Q4_4,PartyID,Ideology,Gender,Age4,Age7,White,Black,Hispanic,Asian,Education5,Income6,SexismOrder,HostileSexism1,HostileSexism2,HostileSexism3,HostileSexism4,BenevolentSexism1,BenevolentSexism2,BenevolentSexism3,BenevolentSexism4,MilAssert1,MilAssert2,MilAssert3,MaleName,FemaleName,StayOut,NotEngage,Engage,FemaleOpp,FemaleUS,DemocratUS,MM_StayOut,MM_NotEngage,MM_Engage,FM_StayOut,FM_NotEngage,FM_Engage,MF_StayOut,MF_NotEngage,MF_Engage,FF_StayOut,FF_NotEngage,FF_Engage,Disapproval,DisapprovalBinary,AttentionCheck1,AttentionCheck2,AttentionCheck3,AttentionCheck,RegimeConfounding,NonWhiteConfounding,BlackConfounding,HispanicConfounding
1793,Fair,Strong,Tough,Right,2,2,0,2,3,1,0,0,0,4,5,0,4,3,3,2,4,4,3,5,2,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0
1704,bland,sick,hopeless,weird,4,6,1,4,5,0,1,0,0,3,2,1,4,6,3,1,4,5,5,3,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0
4542,warning,strong,decisive,action,5,4,1,4,6,1,0,0,0,3,3,1,3,1,4,2,5,4,4,2,3,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,-10,0,0,0
4502,98,98,98,98,6,4,1,2,3,1,0,0,0,3,1,0,2,2,2,2,4,3,5,5,3,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,2,-4,0,0,0
6362,meddling,misleading,rush,rushed,6,4,0,3,4,0,0,1,0,5,2,1,5,2,3,5,5,5,3,3,4,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,1,3,-6,0,0,0
250,Why does,The president,Have to be,A certain race to do good.,4,6,0,2,3,1,0,0,0,2,2,0,4,2,4,3,4,3,5,6,1,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,-2,NA,NA,NA
4049,Dishonest,Sympathetic,Distracted,Non-confrontational,4,NA,1,1,1,0,0,0,0,2,2,0,3,1,3,2,5,4,4,5,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,3,-6,0,0,0
1904,Strong,No fear,Open mind,Carring,3,2,0,2,3,0,0,0,0,3,3,1,6,6,1,1,1,1,6,6,3,1,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,-10,0,0,0
2572,Incompetent,Indecisive,Weak,Unreliable,2,2,0,4,5,1,0,0,0,4,3,0,2,2,1,1,2,1,6,6,5,5,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,3,0,0,0,0
2794,Unreliable,Giving,Non-combatant,Non-confrontation,4,4,1,2,3,1,0,0,0,4,3,0,5,2,2,1,5,4,2,6,2,4,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,-4,0,0,0
3311,Terrible,Awful,Disapprove,Lost,7,6,0,2,2,0,1,0,0,4,3,1,5,5,1,3,1,6,6,6,4,2,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,10,0,0,0
882,Clear,Firm,Fair,Reactive,5,6,0,3,4,1,0,0,0,3,4,0,3,3,3,2,4,4,2,3,3,3,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,-8,0,0,0
620,Incompetent,Arrogant,Selfish,Immoral,6,7,0,3,5,0,0,0,0,3,3,0,2,1,2,2,4,5,4,3,2,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,2,-6,0,0,0
2965,98,98,98,98,4,NA,0,3,4,1,0,0,0,1,1,1,3,4,4,3,2,2,6,6,3,5,4,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,3,-10,0,0,0
572,Shitty,Lazy,Assholw,Rude,4,4,0,2,3,1,0,0,0,3,2,1,4,4,3,3,3,4,4,4,3,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,-6,1,0,0
4924,Strong,Knowledge,confide,promise,2,6,0,3,5,1,0,0,0,3,5,1,1,1,4,1,4,4,5,3,5,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,-10,0,0,0
4029,irresponsible,terrible,Bad,Horrible,7,NA,0,1,1,0,1,0,0,2,5,1,5,5,1,1,1,3,6,6,5,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,2,-10,0,0,0
2211,Awesome,great,expert,perfessional,1,2,0,1,1,0,0,1,0,3,1,1,2,2,5,5,5,5,2,2,5,5,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-10,0,0,0
2696,Timid,Anti-war,Not wise,Peaceful,5,6,0,2,2,0,0,1,0,3,4,0,2,1,1,1,6,6,3,6,2,4,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,-6,0,0,0
3714,peace,lower tax,equal pay,protect,7,4,0,3,4,1,0,0,0,3,2,0,5,4,2,2,2,3,5,4,3,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,0,0,0,0
1404,98,98,98,98,7,7,0,3,4,1,0,0,0,4,4,0,4,1,1,1,1,1,5,2,3,3,3,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,1,-10,0,0,0
1464,Narcissistic nationalist,Believes US must solve everything while enemies such as N Korea and China stay out of the fray and aren’t approaching one trillion $ debt,Take care of US first,Believe that God granted our country to combat evil and bring peace to the world,7,6,1,4,5,1,0,0,0,3,3,1,1,1,1,1,6,6,5,5,4,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,1,2,-6,0,0,0
3383,I,Do,Not,Know,4,NA,1,1,2,1,0,0,0,3,2,0,5,6,2,3,2,3,2,3,3,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,1,-6,0,0,0
5260,Reasonable,Fair,Respectful,Brave,7,6,1,1,2,0,0,0,0,4,1,0,2,1,1,1,4,4,4,6,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,2,-6,0,0,0
4849,Selfish,Mean,One track mind,Hurtfull,6,NA,0,2,2,0,0,0,0,2,1,1,3,6,4,3,5,4,5,4,4,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,-6,0,0,0
979,Determined,Strong,Flexible,Teemplayer,4,NA,0,1,2,0,0,1,0,3,3,0,1,1,1,1,5,4,6,6,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,2,2,0,0,0
4054,Wrong,Enabler,Tedious,Foolish,2,NA,0,2,3,0,1,0,0,2,4,0,2,1,4,4,4,4,4,4,3,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-4,0,0,0
1447,Safe,Judgment,Winning,Forward,3,6,0,3,5,1,0,0,0,2,5,1,5,6,5,1,5,3,3,5,4,1,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,1,3,0,1,0,0
2109,98,98,98,98,2,5,0,3,4,1,0,0,0,2,3,1,5,4,2,2,4,6,6,6,2,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,-10,0,0,0
7391,lax,unconcerned,wait and see,ineffectual,6,4,1,4,5,1,0,0,0,5,2,1,3,5,2,4,3,3,5,5,4,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,2,-2,0,0,0
2258,Rude,Smart,Forward,Upfront,4,5,0,1,2,0,1,0,0,2,1,1,3,5,3,4,1,4,6,4,2,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,-4,1,1,0
1019,Weak,Indecisive,Clueless,Bad,5,7,0,4,5,1,0,0,0,5,5,0,2,1,1,1,2,1,2,2,1,3,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,1,1,3,-10,0,0,0
3542,Cautious,Slow,Smart,Strong,4,NA,0,1,1,0,1,0,0,2,1,1,2,1,5,3,3,3,4,5,2,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,2,0,0,0,0
4078,weak,98,98,98,3,3,0,4,6,1,0,0,0,2,4,0,3,2,5,2,5,5,5,5,2,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,3,-6,1,0,0
4987,ignorant,terrible,worthless,no clue,4,6,1,3,4,1,0,0,0,2,2,1,4,3,2,3,3,3,4,4,4,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
5323,Cautious,Thoughtful,Safety,Non combatant,6,6,1,4,5,0,1,0,0,3,4,1,2,1,2,1,5,4,4,6,4,4,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,10,0,0,0
1509,Weak,Unreliable,Dangerous,Dumb,3,2,1,3,4,1,0,0,0,4,3,1,6,6,6,4,5,5,6,6,4,4,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,1,3,-2,1,0,0
5814,.,.,.,.,4,6,1,1,2,1,0,0,0,3,1,1,3,3,2,2,2,2,3,3,5,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,-10,0,0,0
2670,unreliable,untrustworthy,talker,scared,1,2,0,2,2,1,0,0,0,4,5,1,4,3,4,3,3,3,5,6,5,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,3,-6,1,1,0
2237,not enough,inaction,weak,copulated,2,4,0,4,6,1,0,0,0,3,4,0,3,2,4,2,2,2,5,3,1,4,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,-10,0,0,0
4028,Dishonest,Empty promiser,Interferer,Bad communicator,5,NA,1,2,2,0,1,0,0,4,4,0,4,1,2,2,4,5,5,6,1,4,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,3,-8,0,0,0
2834,Leader,Weak,Uncontrolled,Unreliable,4,4,1,1,1,0,0,1,0,3,2,0,3,1,2,2,4,4,5,6,2,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,3,0,0,0,0
2502,Minds his own business,Smart,Careful in making decisions,Proactive,7,4,1,3,5,0,0,0,1,5,5,1,1,1,1,1,5,5,6,6,4,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,-10,0,0,0
770,Weak,Helpful,Not minding his business,Too nice,4,NA,0,2,2,0,1,0,0,1,5,1,3,1,5,6,6,1,1,4,3,4,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,2,8,1,1,0
1787,Honest,Strong,Wits,Bold,4,NA,0,3,4,0,0,1,0,2,3,0,4,3,2,2,4,4,4,5,2,2,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,2,0,1,0,0
3718,Nervous,weak,Irresponsible,irrational,7,5,1,3,5,1,0,0,0,5,3,0,1,1,1,1,4,4,6,5,1,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-8,0,0,0
4291,98,98,98,98,5,5,0,1,1,0,0,1,0,3,3,0,4,3,3,2,5,5,2,6,3,3,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,2,6,0,0,0
2706,Patient,Brave,Cautious,Confident,6,NA,1,3,5,1,0,0,0,2,2,1,2,2,2,2,5,4,2,5,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0
1440,Thoughtful,Cautious,Conflicted,Accountable,7,6,1,4,5,1,0,0,0,5,5,1,6,1,1,1,4,1,1,4,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,3,-8,0,0,0
6395,peripheral,observing,uninvolved,separate,4,4,1,4,5,1,0,0,0,4,4,0,2,2,3,4,2,2,5,6,3,4,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,3,-6,1,0,0
613,Strictly,Bad,silence,no word,4,7,1,2,3,1,0,0,0,5,4,1,4,3,3,4,4,5,3,2,3,1,4,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
5526,Republicans,Female,Cautious,Decisive,6,5,1,3,4,0,0,1,0,3,5,0,2,1,1,2,4,4,4,4,1,3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,3,-10,0,0,0
1381,Lenient,passive,Uniformed,Weak,5,5,1,3,4,1,0,0,0,4,3,1,2,1,5,1,1,1,3,5,2,4,4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,1,2,-6,0,0,0
6449,Strong,Smart,Intelligent,Courageous,3,4,1,1,2,0,0,1,0,3,3,1,4,3,4,4,4,4,4,3,4,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
58,Untrustworthy,Fearful,Irresponsible,Unqualified,4,5,0,4,7,1,0,0,0,5,3,1,2,1,2,1,4,2,3,6,4,5,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,1,1,3,-6,0,0,0
1061,Patient,Strong,Clear headed,Moral,4,4,1,1,1,0,0,0,0,3,5,0,1,1,1,1,5,4,6,6,4,5,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,-6,0,0,0
5850,Cautious,Peaceful,Reluctant,Calm,5,5,0,2,3,1,0,0,0,5,5,1,1,1,1,1,5,4,1,4,4,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,2,0,1,0,0
5549,democrat,liberal,incompetent,cowardly,1,3,0,4,6,1,0,0,0,3,5,0,6,6,3,6,1,1,3,3,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,3,-10,1,1,0
172,Cares about own country,Democrat,Staying out of international affairs,Cautious,2,5,0,2,3,1,0,0,0,4,5,1,6,6,6,6,1,1,2,1,3,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,2,-8,0,0,0
4349,Decisive,Consistent,Strong,Reliable,3,2,0,2,3,1,0,0,0,4,4,1,6,4,2,5,1,1,6,6,5,4,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3,-6,1,0,0
5208,Reticent,Appeasing,Indecisive,Late,1,2,0,3,4,1,0,0,0,5,2,0,6,5,2,5,5,4,5,6,2,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,1,1,3,-6,0,0,0
5095,male,republican,Steven,Smith,7,7,1,2,3,1,0,0,0,3,6,1,1,1,2,1,6,5,4,5,2,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-6,0,0,0
4106,Disgusting,Mean,Terrible,Terrorist,6,5,1,1,1,0,0,1,0,2,3,1,4,4,3,1,4,4,4,4,3,3,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0
6459,Racist,Lair,Mean,Disappointed,7,2,1,3,5,0,0,1,0,3,2,1,1,2,5,5,5,5,6,5,4,2,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,1,1,-6,1,0,1
1161,Bold,Brash,Inconsistent,Weak,6,6,0,1,1,1,0,0,0,3,3,0,4,3,3,3,1,3,4,4,2,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-6,1,0,0
3843,Brash,dishonest,irresponsible,unwise,7,7,0,1,2,1,0,0,0,5,5,1,2,1,1,2,5,4,3,2,1,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,-2,0,0,0
3460,Leadership,Lack of commitment,Lying,Fear,6,4,0,2,2,0,0,1,0,3,3,1,5,3,3,4,4,4,4,4,4,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,1,3,-8,1,0,0
5034,Weak,Backed down,untrustworthy,Unknowledgable,3,2,0,3,5,1,0,0,0,4,3,0,6,6,4,6,1,1,6,6,2,5,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,0,2,0,1,0,0
2101,noncommittal,untrustworthy,vacillating,politician,5,4,0,4,6,1,0,0,0,4,5,0,2,1,1,1,5,4,5,5,4,4,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,3,-10,0,0,0
2230,Uninterested,Passive,Peaceful,Foresight,7,7,1,1,1,0,0,1,0,3,2,0,1,1,1,1,4,3,2,5,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,-2,0,0,0
3050,Thoughtful,Cautious,Conservative,Ratioinal,3,5,0,4,7,1,0,0,0,5,4,0,1,1,1,1,1,1,6,6,4,4,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,2,4,0,0,0
3725,Hesitant,Afraid,Reluctant,Scared,2,2,0,1,2,1,0,0,0,3,5,1,6,3,4,4,1,1,1,6,3,4,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,3,-4,0,0,0
6789,Erica smith,u.s.president,female,democrat,3,4,0,3,4,1,0,0,0,3,3,1,5,5,4,4,2,3,3,5,2,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,1,8,0,0,0
5782,Immature,Hotheaded,Lack of empathy,Immature,4,NA,1,1,2,1,0,0,0,3,1,1,4,4,2,2,6,6,5,6,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,1,-6,0,0,0
2522,Pressed,Rash,Forceful,Foolish,6,6,1,1,1,1,0,0,0,4,5,1,1,1,1,1,5,3,4,4,1,3,5,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,3,-6,0,0,0
4692,Patient,Level headed,Worry some,Diplomatic,6,5,0,1,1,1,0,0,0,3,5,1,3,2,4,3,2,2,4,4,2,4,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,2,-6,0,0,0
4853,Unfair,Unfair,Unfair,Unfair,5,7,1,1,1,0,0,1,0,3,1,1,4,3,4,3,3,4,4,4,4,4,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,-10,1,0,0
7640,Attack,Invasion,forced,confrontational,7,6,0,4,6,1,0,0,0,3,2,1,2,1,1,1,6,2,6,6,1,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,1,3,-10,0,0,0
6239,Wise,Sceptable,Cautious,Knowing,5,4,1,4,6,0,1,0,0,3,3,1,2,5,1,1,2,4,6,6,4,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,2,10,0,0,0
4381,untrustworthy,dishonest,corrupt,undeserving,4,NA,0,2,2,0,0,0,1,4,1,0,6,4,4,5,2,5,3,4,3,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,1,3,0,1,0,0
4833,reactionary,interventionist,humanitarian,successful,3,2,0,3,5,1,0,0,0,3,3,0,5,2,5,4,2,1,6,4,1,2,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,-8,0,0,0
6763,Standoffish,Noncommittal,Unsympathetic,Non conflicted,6,5,1,4,6,1,0,0,0,4,2,0,2,2,3,1,4,3,4,6,4,4,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,2,0,0,0,0
7417,NON MEDDLING,PROTECTING OUR TROOPS,PROTECTING THE HOMEFRONT OF USA,STEADFAST,2,NA,1,4,5,1,0,0,0,3,3,1,3,2,5,1,1,1,2,2,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0
2779,Weak,Liberal,Scared,Dangerous,2,4,0,3,4,0,0,1,0,2,1,0,6,5,6,6,3,4,2,6,4,4,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,1,1,3,-8,0,0,0
260,Strong,98,98,98,1,2,1,4,6,1,0,0,0,5,5,0,1,1,1,1,2,5,6,6,4,4,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,3,10,0,0,0
1016,98,98,98,98,1,2,0,2,3,0,0,1,0,3,4,0,3,3,2,2,2,5,6,6,4,4,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,3,-2,0,0,0
2351,Protective,Aggressive,Competant,Leadership,6,6,0,4,6,1,0,0,0,2,3,0,5,5,4,4,5,4,5,3,5,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,3,-10,0,0,0
6722,upset,disappointed,embarrassed,angry,2,5,0,3,4,1,0,0,0,4,6,1,2,2,2,2,3,2,4,4,2,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,1,2,0,0,0,0
3312,Careful,Planned,Organzied,Feirce,4,7,1,2,2,1,0,0,0,3,4,1,1,1,4,1,5,6,6,1,1,4,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,2,0,0,0,0
5615,untrue,unwise,blind,coward,1,2,1,4,5,1,0,0,0,2,3,1,5,5,5,5,4,3,5,5,1,2,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,3,-4,1,0,0
1729,Cowardly,Intimidated,Short-sighted,Fearful,5,5,0,4,5,1,0,0,0,3,5,0,2,2,1,1,4,4,5,5,4,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,0,2,-8,0,0,0
7286,Disappointed,Terrible,Predictable,Bored,5,7,1,1,1,0,0,1,0,1,2,1,2,1,4,1,4,4,4,4,3,2,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,-8,0,0,0
4305,Democrat,Wrong,Unamerican,foolish,2,4,0,1,1,1,0,0,0,3,3,1,3,3,3,4,3,3,4,6,5,5,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,1,3,0,1,0,0
1610,hawk,untruthful,unreliable,male,6,6,1,4,6,1,0,0,0,5,3,0,1,2,1,1,5,4,3,5,3,4,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,3,-6,0,0,0
3354,Passive,Weak,Federalist,Unsympathetic,2,4,1,4,6,1,0,0,0,3,1,0,4,2,4,4,5,4,5,6,2,4,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,3,0,0,0,0
266,Dont,Care,For,Politics,4,NA,0,1,1,0,1,0,0,3,5,0,2,NA,4,2,1,1,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,NA,NA,1,NA,0,0,0,0
154,Rational,Thoughtful,Careful,Non-interventionist,5,7,0,2,3,0,0,0,0,5,4,0,1,1,1,1,4,3,3,4,2,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,3,-8,0,0,0
899,arrogant,nosy,unnecessary,wasteful,6,6,1,1,2,1,0,0,0,4,4,1,1,1,2,1,3,2,1,1,2,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-2,0,0,0
6608,twitter,outrageous,problems,outspoken,7,6,0,1,2,0,0,1,0,4,3,0,1,1,1,1,2,3,6,6,2,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,1,6,0,0,0
5518,other,people's,problems,irrelevant,2,6,0,3,4,1,0,0,0,4,3,1,6,6,6,6,1,1,1,1,5,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,-6,1,1,0
414,courageous,decisive,calculative,diplomatic,3,3,0,2,2,0,0,0,1,5,5,0,5,2,4,2,3,4,4,6,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,-10,0,0,0
4169,Measured,Strategic,Thoughtful,Pragmatic,7,7,1,3,4,0,0,0,0,4,3,0,1,1,1,1,5,4,3,6,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,2,-8,0,0,0
6669,Smart,Impeding,Lucky,Unnecessary,5,6,1,1,1,1,0,0,0,2,1,0,1,1,1,1,3,4,5,6,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2,-6,0,0,0
3634,Democrat,Male,Aggressive,Unilateral,4,7,0,4,6,1,0,0,0,4,4,0,2,1,1,1,4,3,5,4,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,0,0,0,0
6878,Truthful,Male,Non hasty,Patient,4,NA,1,3,4,1,0,0,0,3,3,1,3,2,3,1,3,3,3,3,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,3,-2,0,0,0
